GEOID,State,EDCost,PMPM,ED,HO,PO,WhitePop,BlackPop,OtherPop,HealthyPop,ChronicPop,ComplexPop,Unemployment,Income,Poverty,Education,Urbanicity,Accessibility,Availability,RankingsPCP,RankingsFood,RankingsHousing,RankingsExercise,RankingsSocial,ProvDensity
22101040300,LA,408043.5191,6946,7866,145,1819,50.59028079,38.93842534,10.47129387,44.71642159,18.95976361,36.3238148,13.6,31875,25.1,5.7,Suburban,0.750055,0.330452737,50.28213867,7,16,65,8.9,0.688
22069000300,LA,227552.3444,5555,3380,163,1397,42.37547163,49.57250448,8.052023884,47.00460378,17.11266379,35.88273243,5.5,46739,20.1,19.9,Suburban,20.81260786,0.775825451,50.71508267,6,21,49,15,0.7985
22081960300,LA,603816.731,9906,7102,389,2045,38.57474826,54.14407436,7.281177382,46.13970588,17.1875,36.67279412,11.2,30270,23.5,12.4,Rural,1.251496,0.4312,22.26427697,7,15,3,10,0.5964
22081960100,LA,136974.4313,2344,1541,88,442,46.46291419,46.52820983,7.00887598,49.68658307,17.939895,32.37352194,7.4,40605,13.9,13.4,Urban,11.0323339,0.581593302,22.26427697,7,15,3,10,0.4523
22069000200,LA,310932.9796,5821,3824,190,1425,46.29161565,46.41741787,7.290966477,45.88570889,16.55395279,37.56033832,14.3,29934,25.6,9.2,Suburban,25,1,50.71508267,6,21,49,15,0.7132
22031950300,LA,211416.7167,3592,3444,113,490,27.7914484,65.02821578,7.180335815,44.55007695,14.70538843,40.74453462,8.4,39592,14.3,17.6,Urban,20.55660523,0.893317714,22.25271669,7,13,42,15.9,1.1667
22031950100,LA,346658.8978,7234,7256,167,1380,59.71053796,31.91147509,8.377986948,47.52296232,16.6949487,35.78208898,9.2,50298,9.2,15.2,Urban,17.63925412,0.600762229,22.25271669,7,13,42,15.9,1.379
22017024800,LA,73433.36757,1615,1305,81,141,18.41355395,71.97781958,9.608626476,52.58496382,17.10026555,30.31477063,8.2,28500,14.9,15.2,Urban,22.05931259,0.868892386,102.2976121,6,17,65,12.7,1.3768
22017025100,LA,98566.46944,2631,1304,113,164,56.98335258,35.29494876,7.721698652,51.97482503,14.8930901,33.13208487,8.6,21989,18.9,8.3,Urban,24.45008998,0.974602694,102.2976121,6,17,65,12.7,0.4644
22017024900,LA,266708.4902,5833,3444,340,490,50.77425626,42.94965145,6.276092296,47.26715009,18.33559517,34.39725474,10.4,42054,8.5,12.4,Urban,17.28969503,0.768552232,102.2976121,6,17,65,12.7,1.2544
22017024107,LA,270112.9918,5959,6082,159,934,30.80128011,60.37769531,8.821024574,50.62605535,16.36106435,33.0128803,7.2,51920,7,9.1,Urban,11.1841971,0.356259027,102.2976121,6,17,65,12.7,1.3083
22017024106,LA,284162.0586,7264,6205,197,1232,42.73528154,46.82778685,10.43693161,49.27190732,18.03447166,32.69362102,7.2,36575,15.5,20.5,Urban,2.596346248,0.164804205,102.2976121,6,17,65,12.7,1.3203
22017023300,LA,184215.5676,3757,4024,98,509,16.63646572,75.76424895,7.599285335,49.09201065,15.9687907,34.93919865,17.1,18098,39.3,3.1,Urban,1.84191763,0.30815697,102.2976121,6,17,65,12.7,1.2911
22017022400,LA,337168.869,6695,7714,179,956,9.216843092,84.62370895,6.159447956,52.13988968,13.77750148,34.08260885,13.2,23975,31.6,4.2,Urban,2.198884,0.15,102.2976121,6,17,65,12.7,1.2955
22017024104,LA,453189.0776,10094,9867,256,1507,29.04555945,61.61448952,9.33995103,48.52570782,17.71311447,33.76117771,7.7,39706,21.3,8.8,Urban,5.80522113,0.15,102.2976121,6,17,65,12.7,1.2997
22017021700,LA,191310.1661,4228,4004,119,385,11.46822423,80.57987445,7.951901322,40.66779838,18.52961747,40.80258415,12.7,22609,18.1,4.5,Urban,0.444443,0.15,102.2976121,6,17,65,12.7,1.2912
22017022500,LA,440708.4417,8687,10124,229,1265,10.12549914,83.85624643,6.018254421,52.97012302,13.46221441,33.56766257,4.4,23321,32.7,4.2,Urban,2.604682123,0.15,102.2976121,6,17,65,12.7,1.2904
22017023400,LA,589454.8626,11658,13503,311,1696,13.27706795,80.75270479,5.970227267,50.15343873,12.51291062,37.33365065,10.1,34250,19.5,9.9,Urban,3.713801633,0.15,102.2976121,6,17,65,12.7,1.2986
22017023700,LA,402395.3689,8399,8471,218,1082,19.6413057,72.02975618,8.328938121,47.30224457,17.12558678,35.57216865,19.9,24078,33.5,7,Urban,1.039910845,0.314788086,102.2976121,6,17,65,12.7,1.292
22073010101,LA,155452.0879,4442,3694,134,741,30.89837249,64.17338788,4.928239629,51.16974849,14.85816099,33.97209052,3.6,52330,10.1,21.3,Urban,9.461963214,0.728744067,77.23846733,6,16,54,14.4,1.3922
22073010202,LA,198623.2919,5982,4800,173,928,33.53112095,61.42102129,5.047857759,51.51491502,15.37601151,33.10907347,4,71818,2.8,40.3,Urban,7.561943966,0.340213761,77.23846733,6,16,54,14.4,1.3767
22067950700,LA,261605.0675,5050,5140,136,1328,36.7621727,59.23078415,4.00704315,45.23764844,17.84412886,36.91822269,10,33975,21.9,8.6,Suburban,0.51354063,0.639085682,36.28578686,5,19,7,17.4,1.4598
22041950300,LA,451518.1067,10586,7469,535,1759,45.84768465,49.75124378,4.401071565,43.915828,19.12168344,36.96248856,14.9,25466,43.5,9.8,Rural,9.385185334,0.592881576,34.04503672,7,15,26,16.5,0.8227
22041950200,LA,329280.8677,7716,5443,389,1286,45.97413535,49.62406888,4.401795763,43.92268386,19.15604713,36.92126901,16.4,34750,17.6,10.2,Rural,10.77836425,0.586976731,34.04503672,7,15,26,16.5,0.8167
22041950500,LA,131905.5701,3248,2200,145,525,46.55543251,49.23929137,4.205276116,45.26383876,18.61820107,36.11796017,3.5,46522,12.4,15.6,Rural,22.59717506,0.894079672,34.04503672,7,15,26,16.5,0.6732
22041950400,LA,248378.7227,5593,3815,237,1119,57.07820459,38.46983869,4.451956721,44.40293688,22.17262894,33.42443418,7.2,34844,16.8,11.4,Rural,19.3604886,0.662363881,34.04503672,7,15,26,16.5,0.7356
22041950100,LA,315720.8704,7212,5528,313,1235,53.50440422,42.2098149,4.285780879,42.88227476,19.51499119,37.60273404,11.9,44979,13.8,13,Rural,20.92170379,0.762465903,34.04503672,7,15,26,16.5,0.7829
22079010700,LA,201754.9842,4902,4207,120,902,49.09644231,39.89118736,11.01237033,48.49026705,19.17090259,32.33883036,6.5,60313,4.1,21.1,Urban,11.90455291,0.395826044,83.85395813,7,17,74,14.1,1.3433
22079013800,LA,118479.1347,3313,2524,79,650,41.60704458,45.34947716,13.04347826,51.70827858,18.79106439,29.50065703,2.2,45064,18.4,16.6,Urban,9.6278805,0.46728487,83.85395813,7,17,74,14.1,1.3214
22079010500,LA,224748.9348,5650,4706,137,1058,45.97982929,42.23640967,11.78376104,49.52049265,19.02004746,31.4594599,19.6,30833,25.7,11.9,Urban,12.9253524,0.384138876,83.85395813,7,17,74,14.1,1.3501
22079012400,LA,349289.5763,7455,7080,188,1444,38.00269043,50.49130738,11.50600219,47.99813721,17.10233941,34.89952338,1.6,47450,4.6,39.1,Urban,1.389285692,0.282085263,83.85395813,7,17,74,14.1,1.3045
22079012301,LA,154416.5364,4318,3290,103,847,41.60704458,45.34947716,13.04347826,51.70827858,18.79106439,29.50065703,3.8,60517,6.6,39,Urban,1.722904802,0.317783053,83.85395813,7,17,74,14.1,1.3094
22079012200,LA,358682.0586,7321,7474,196,1407,22.97696991,68.54503569,8.477994403,47.63094427,17.21848427,35.15057147,10,36567,19.2,26.6,Urban,8.129301718,0.397369715,83.85395813,7,17,74,14.1,1.3186
22079011000,LA,240043.8209,4950,5005,132,952,24.53095393,66.61023253,8.858813541,47.97104556,17.34965735,34.67929709,9.5,23031,37.6,3.3,Urban,8.242093393,0.360903729,83.85395813,7,17,74,14.1,1.3215
22079013400,LA,87105.03931,2932,1802,60,613,71.48911911,18.23194068,10.27894021,50.82590201,21.53279264,27.64130535,2.3,69554,6,33.6,Urban,7.726083165,0.748888798,83.85395813,7,17,74,14.1,1.297
22079012302,LA,122415.7407,3423,2608,81,672,41.60704458,45.34947716,13.04347826,51.70827858,18.79106439,29.50065703,1.8,61250,7.3,41.9,Urban,0.547244585,0.24773562,83.85395813,7,17,74,14.1,1.3094
22071013500,LA,241610.7791,6508,4608,113,899,15.79484077,72.34131955,11.86383968,47.58561359,15.75817701,36.6562094,1.6,60897,0,50.8,Urban,0.479235629,0.15,86.93297224,5,28,95,10,0.989
22009030200,LA,195740.6786,5067,3994,114,958,85.97183735,4.067226564,9.960936086,41.3720784,21.20151205,37.42640955,3.3,47901,11.1,13.1,Urban,19.51245959,0.748579533,33.62797848,7,17,19,9.6,1.3963
22085000700,LA,200315.3813,5200,3377,168,989,57.60488969,34.81621891,7.578891404,47.79447447,18.25176819,33.95375733,6.9,41522,6.2,17.6,Rural,25,1,16.44398767,8,14,32,15.6,0.6494
22115950300,LA,218096.2341,4250,3126,137,1428,76.18016888,14.71744261,9.102388502,45.89337219,19.60539797,34.50122984,7.5,51061,6,19,Rural,19.99196298,0.725696088,37.12710464,7,11,52,7.4,0.8329
22115950100,LA,254679.1193,4577,3604,154,1483,68.94483487,20.39233866,10.66282647,45.99357394,18.90465634,35.10176972,6.2,51610,11.4,18.9,Rural,20.81612935,0.740049177,37.12710464,7,11,52,7.4,0.6022
22115950200,LA,249577.4147,4772,3330,145,1597,90.41173723,2.923820306,6.664442466,46.63186592,21.11878846,32.24934562,5.5,45625,8.4,17.3,Rural,20.67033024,0.740363078,37.12710464,7,11,52,7.4,0.8096
22031950700,LA,194659.3965,4121,3387,131,564,33.77534723,59.02251947,7.202133302,46.94553149,14.56007696,38.49439155,14.6,37946,17.1,10.7,Urban,19.67415309,0.849563524,22.25271669,7,13,42,15.9,0.3956
22079010400,LA,134521.834,2641,2324,60,588,71.35807658,18.78727365,9.854649765,45.52787607,18.96180427,35.51031966,2.2,64779,4.3,28.3,Urban,9.509403494,0.422370609,83.85395813,7,17,74,14.1,1.3649
22043020402,LA,211995.7979,5128,4007,119,1175,82.69044773,8.276398337,9.033153929,45.80014059,19.76015991,34.43969951,7.1,45363,7,6.8,Urban,13.63062777,0.523588248,9.062896502,8,9,70,8.6,1.3916
22043020100,LA,206392.3636,4222,3400,113,842,86.42477799,6.08035971,7.494862299,44.87140618,16.99653969,38.13205413,7.6,45154,13.8,7.1,Urban,11.12516275,0.508443681,9.062896502,8,9,70,8.6,1.2091
22043020401,LA,257582.1093,6906,5098,164,1604,84.84567975,6.78057349,8.373746761,46.26420914,19.31162685,34.42416401,6,43373,10.4,15.9,Urban,11.25167523,0.514622939,9.062896502,8,9,70,8.6,1.4392
22043020200,LA,219536.9575,5500,3609,133,977,63.81746581,30.04218362,6.140350571,46.63398407,18.42704789,34.93896804,11.9,28274,15.5,10,Urban,25,1,9.062896502,8,9,70,8.6,0.7604
22043020300,LA,193037.7783,5755,3978,122,990,46.01248328,46.51428915,7.473227568,46.65819281,19.10980912,34.23199807,12.1,30250,25.1,13.2,Urban,24.48059313,0.963138307,9.062896502,8,9,70,8.6,1.4881
22127960100,LA,296495.3332,5400,4738,199,1203,67.42892032,24.41904929,8.152030391,42.25589633,17.88956251,39.85454116,4.9,32321,20.5,11.5,Rural,20.06618921,0.840489991,26.66666667,7,14,80,12.7,0.6611
22085000600,LA,170006.792,3881,2704,125,833,62.03876189,31.23922601,6.7220121,48.08803891,17.82178936,34.09017173,11.8,40673,8,18.8,Rural,19.99867955,0.864083295,16.44398767,8,14,32,15.6,0.6671
22021000300,LA,250128.0141,4846,5020,166,682,80.35018687,14.68552636,4.964286775,44.80367811,18.56682217,36.62949972,7,36230,18.5,10,Urban,17.4959244,0.919663808,39.9840064,8,10,11,18,0.5469
22059970100,LA,350371.8898,3770,4659,190,788,87.54927093,4.082244326,8.368484744,43.31579191,15.22144302,41.46276507,10.4,34446,10.6,10.3,Urban,16.11955141,0.950689126,60.29342802,9,8,34,16.1,0.6616
22021000200,LA,221769.6835,4463,4832,169,584,73.39306273,21.18783247,5.419104794,43.45472137,17.66711618,38.87816245,8.6,35341,9.5,11.7,Urban,19.46943453,0.846607675,39.9840064,8,10,11,18,0.8493
22069000900,LA,256794.5066,6366,4061,148,1526,31.90648937,55.39219246,12.70131817,45.32606184,17.51421,37.15972816,7.1,36863,14.6,18.3,Suburban,21.06634692,0.76141083,50.71508267,6,21,49,15,0.6224
22069000600,LA,297908.5379,7461,4655,206,1970,25.94832325,66.63001649,7.421660253,48.87983707,15.64833673,35.47182621,11.1,25828,31.4,21.1,Suburban,0.514993,0.275900131,50.71508267,6,21,49,15,0.7012
22069000500,LA,354808.743,8886,5544,245,2347,25.94832325,66.63001649,7.421660253,48.87983707,15.64833673,35.47182621,4.6,51204,9,46.3,Suburban,0.696147,0.28008602,50.71508267,6,21,49,15,0.7053
22127960200,LA,407630.3295,7445,6590,270,1566,57.4137996,36.45453973,6.131660671,43.24610996,18.1397031,38.61418695,7.7,41004,10.9,11.6,Rural,1.704029,0.324295305,26.66666667,7,14,80,12.7,0.8331
22069000400,LA,202202.8323,5064,3160,140,1337,25.94832325,66.63001649,7.421660253,48.87983707,15.64833673,35.47182621,14.7,23418,33.9,15,Suburban,8.28820546,0.414520912,50.71508267,6,21,49,15,0.7146
22069000800,LA,240541.6253,5104,3364,138,1270,50.77895184,41.06330876,8.157739403,48.56506412,15.77536609,35.65956979,4.3,45781,9.8,25.2,Suburban,20.62707716,0.716616281,50.71508267,6,21,49,15,0.7679
22069000700,LA,283854.6881,7200,4408,186,1773,22.27057152,70.23697454,7.492453932,46.68168193,16.53749238,36.78082568,15.7,20653,42.7,21.3,Suburban,1.207611,0.28008602,50.71508267,6,21,49,15,0.7128
22069000100,LA,108075.6404,2409,1483,64,536,65.89869029,29.53502514,4.566284574,48.53916649,18.30835309,33.15248042,7.8,32594,14.2,9.4,Suburban,25,1,50.71508267,6,21,49,15,0.8375
22085000300,LA,89450.47255,1993,1548,54,325,65.47848344,19.92017278,14.60134379,47.1893997,16.7800152,36.03058511,14.7,30101,23.4,4.9,Rural,24.48808106,0.981902427,16.44398767,8,14,32,15.6,0.5295
22085000400,LA,242061.6968,6244,4054,192,1168,61.67207168,29.28779264,9.040135676,46.64364065,18.46542275,34.8909366,13.1,41384,14.3,12.9,Rural,18.0129145,0.805305191,16.44398767,8,14,32,15.6,0.5945
22055001700,LA,109079.7261,2419,2150,53,582,67.30245232,19.34604905,13.35149864,51.77304965,15.95744681,32.26950355,3.8,56727,10.7,39.6,Urban,1.20288322,0.186301175,103.0587303,8,14,80,8,1.109
22055001905,LA,226392.5038,4494,4184,99,1073,53.80132621,33.95818753,12.24048627,47.62182403,16.51022175,35.86795422,8.2,54882,9.1,18.6,Urban,4.376662436,0.15,103.0587303,8,14,80,8,1.1013
22055001500,LA,112739.5448,2438,2207,54,579,66.37663154,20.39188816,13.2314803,51.61653297,15.96102388,32.42244315,1.2,59698,3,63.2,Urban,0.526279015,0.15,103.0587303,8,14,80,8,1.1165
22055001600,LA,48636.94978,1079,959,24,259,67.30245232,19.34604905,13.35149864,51.77304965,15.95744681,32.26950355,1.3,91635,2,61.6,Urban,0.386749,0.15,103.0587303,8,14,80,8,1.1121
22055001401,LA,150437.928,3328,2958,74,804,67.34059931,19.3799682,13.27943249,51.74312861,15.98474067,32.27213072,2.6,87399,5.3,40.6,Urban,3.031638064,0.15,103.0587303,8,14,80,8,1.1048
22055002200,LA,263621.8463,4789,4945,117,1041,48.94804399,40.07982245,10.97213356,48.67010455,16.02836226,35.30153319,10.2,33188,17.2,45.4,Urban,1.507723028,0.15,103.0587303,8,14,80,8,1.1215
22055000500,LA,111520.1464,2232,2069,47,503,48.78562093,37.73285488,13.48152419,46.32604367,16.34968694,37.32426939,5,34552,10.2,48.2,Urban,0.842701,0.391064395,103.0587303,8,14,80,8,1.1217
22051022102,LA,95673.5259,2717,1671,41,511,45.5540801,25.20858289,29.23733701,56.65689367,15.17239854,28.17070779,5.1,37708,8.5,36.8,Urban,0.751443454,0.15,85.77832299,8,17,95,7.1,0.9894
22051022600,LA,67728.44474,2013,1267,30,385,58.80456767,15.12137599,26.07405634,53.91716813,15.37171504,30.71111683,1.2,103958,2.2,72.9,Urban,0.223826151,0.15,85.77832299,8,17,95,7.1,0.9876
22051022001,LA,171337.5515,5103,3202,77,987,50.30579997,25.82454717,23.86965286,57.59712056,13.99958259,28.40329686,4.2,38991,11.8,23.8,Urban,1.192003964,0.15,85.77832299,8,17,95,7.1,0.9885
22051023001,LA,47627.15573,1419,891,21,275,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,5.1,66622,0,29.7,Urban,0.953070653,0.15,85.77832299,8,17,95,7.1,0.9875
22051021803,LA,160507.739,4783,3002,72,925,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,3.8,31798,21.6,15.3,Urban,2.006681277,0.15,85.77832299,8,17,95,7.1,0.9887
22051022700,LA,84086.98042,2506,1573,38,485,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,5.6,70104,3,45.3,Urban,0.042195,0.15,85.77832299,8,17,95,7.1,0.9877
22051023003,LA,95316.5957,2430,1587,38,467,49.13063188,25.97773678,24.89163135,54.83198897,15.7179963,29.45001473,5.3,63272,0.8,29.9,Urban,0.440351455,0.15,85.77832299,8,17,95,7.1,0.9875
22051024600,LA,70996.90897,2168,1408,40,350,46.3865528,35.64002676,17.97342044,43.75437087,18.65434425,37.59128487,23.5,32083,20.7,2.7,Urban,1.00424,0.15,85.77832299,8,17,95,7.1,0.9862
22051024201,LA,46375.53785,1409,879,22,269,51.34003606,25.73721862,22.92274533,56.97104317,14.16257642,28.86638042,7.8,45853,18.8,24,Urban,3.165987653,0.15,85.77832299,8,17,95,7.1,0.9868
22051024800,LA,92324.63275,2745,1727,41,526,57.96789584,16.19455451,25.83754965,54.29578575,15.22663303,30.47758122,4.1,85096,1.1,67.5,Urban,0.755362664,0.15,85.77832299,8,17,95,7.1,0.9874
22051022002,LA,70505.09189,2101,1319,32,406,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,3.4,59420,1.9,34.1,Urban,1.307382951,0.15,85.77832299,8,17,95,7.1,0.9876
22051022900,LA,90545.92354,2698,1693,41,522,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,5.8,42917,13.2,20.5,Urban,2.097481766,0.15,85.77832299,8,17,95,7.1,0.9868
22051023100,LA,71108.73185,2119,1330,32,410,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,3.2,39787,4.9,19.8,Urban,2.767404878,0.15,85.77832299,8,17,95,7.1,0.9868
22051021600,LA,258195.1534,6680,4346,103,1283,49.27302885,25.9610547,24.76591645,55.15145915,15.51856328,29.32997757,9.7,37702,14.4,21.9,Urban,0.784825264,0.15,85.77832299,8,17,95,7.1,0.9886
22051022800,LA,126761.6575,3766,2546,52,722,45.74137336,35.18406718,19.07455947,51.76775377,14.19435356,34.03789268,3.2,45450,8.4,24.4,Urban,0.163659435,0.15,85.77832299,8,17,95,7.1,0.9873
22051023002,LA,113001.3115,3368,2113,51,651,50.36867531,25.83269769,23.798627,57.60956175,13.98406375,28.4063745,5,56012,4.7,35.7,Urban,0.948291517,0.15,85.77832299,8,17,95,7.1,0.9874
22051021900,LA,51949.38911,1407,848,21,257,41.4403778,24.67532468,33.88429752,55.84291188,16.18773946,27.96934866,4.3,43606,5.2,26.6,Urban,1.47731162,0.15,85.77832299,8,17,95,7.1,0.9891
22051020203,LA,166738.0926,4517,2722,68,825,41.4403778,24.67532468,33.88429752,55.84291188,16.18773946,27.96934866,7.7,84949,5,41.6,Urban,1.405435109,0.15,85.77832299,8,17,95,7.1,0.9914
22051021804,LA,57429.34609,1701,1076,31,350,44.65912027,20.64368926,34.69719047,54.29416637,17.33081144,28.37502219,3.5,42054,24.8,11.3,Urban,0.176609657,0.15,85.77832299,8,17,95,7.1,0.9887
22051020202,LA,98398.25473,2666,1606,40,487,41.4403778,24.67532468,33.88429752,55.84291188,16.18773946,27.96934866,9.7,37110,27.3,22.9,Urban,0.517309,0.15,85.77832299,8,17,95,7.1,0.9912
22051020102,LA,67510.00597,1909,1177,29,355,53.95825057,15.83076281,30.21098661,53.5657494,16.17471594,30.25953465,1.5,59271,4.2,41.8,Urban,0.172144,0.15,85.77832299,8,17,95,7.1,0.9931
22051022101,LA,35336.69644,957,577,14,175,41.4403778,24.67532468,33.88429752,55.84291188,16.18773946,27.96934866,4,68681,2.3,53.3,Urban,0.047063,0.15,85.77832299,8,17,95,7.1,0.9913
22051020201,LA,105639.1336,3453,1869,32,611,36.07180657,34.30430155,29.62389188,54.56728712,15.04143632,30.39127655,4,62739,2.4,49.7,Urban,0.384107,0.15,85.77832299,8,17,95,7.1,0.992
22051022500,LA,55504.70408,1646,1039,24,312,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,4.3,57350,4.6,43.1,Urban,0.835901955,0.15,85.77832299,8,17,95,7.1,0.989
22051022301,LA,51749.86493,1535,969,23,291,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,5.1,59800,4.2,37.7,Urban,0.996303,0.15,85.77832299,8,17,95,7.1,0.9924
22051022303,LA,65059.09762,1929,1218,29,365,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,7.8,32826,12.7,29.6,Urban,1.205632,0.15,85.77832299,8,17,95,7.1,0.9928
22051020101,LA,58962.13046,1749,1104,26,331,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,4.6,52386,1.5,31,Urban,5.1106279,0.15,85.77832299,8,17,95,7.1,0.995
22051022302,LA,36433.09459,1081,682,16,205,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,4.7,26594,0,36.7,Urban,2.511269267,0.15,85.77832299,8,17,95,7.1,0.9901
22051022200,LA,43013.35749,1276,805,19,242,63.62507759,9.000620732,27.37430168,51.80722892,16.16465863,32.02811245,4,63289,1.8,42.7,Urban,0.501269,0.15,85.77832299,8,17,95,7.1,0.9916
22051022400,LA,70941.58883,2319,1334,31,417,58.90834066,9.031876807,32.05978254,53.34522988,17.05965355,29.59511657,4.8,66354,5.3,46.4,Urban,0.906694036,0.15,85.77832299,8,17,95,7.1,0.9891
22051020301,LA,112627.274,2819,1873,47,559,48.16410071,23.73617046,28.09972883,52.93620302,17.26517614,29.79862084,2.5,85446,3.7,47.4,Urban,1.34916678,0.15,85.77832299,8,17,95,7.1,0.9929
22051021700,LA,150370.3123,4406,2906,84,953,47.86894001,18.82661108,33.30444891,52.84644898,18.08485909,29.06869193,6.6,48007,13.1,32.5,Urban,0.48582365,0.15,85.77832299,8,17,95,7.1,0.9897
22051020303,LA,108093.7911,2938,1944,53,611,47.99353867,20.89912449,31.10733684,52.8843376,17.73883946,29.37682294,1.3,61673,2.9,30.2,Urban,0.090004843,0.15,85.77832299,8,17,95,7.1,0.9909
22051021801,LA,59735.11014,1919,1261,39,433,47.74575018,16.77753141,35.4767184,52.80898876,18.42696629,28.76404494,7,52060,0,24.2,Urban,0.331657233,0.15,85.77832299,8,17,95,7.1,0.9902
22051020302,LA,118931.581,3821,2510,78,862,47.74575018,16.77753141,35.4767184,52.80898876,18.42696629,28.76404494,5,74375,3.3,46.5,Urban,0.542849017,0.15,85.77832299,8,17,95,7.1,0.9924
22057021000,LA,272646.3582,4382,4228,102,1134,76.84064178,13.93082354,9.228534677,44.0784073,16.41797963,39.50361307,4.2,43920,11.1,9.4,Urban,9.127605115,0.616040075,41.22478847,8,14,34,5.5,0.917
22089063200,LA,401106.45,5177,5002,103,1311,75.37052352,16.53661135,8.092865132,40.59441825,17.23794503,42.16763673,4.8,56638,12.6,11.8,Urban,13.08398662,0.747983242,28.47326361,7,16,49,8.7,1.1627
22089063000,LA,60051.87677,1062,1136,23,221,30.47619048,58.0952381,11.42857143,49.39759036,12.04819277,38.55421687,5.2,58177,4.7,17.2,Urban,9.774969086,0.15,28.47326361,7,16,49,8.7,0.9932
22089062900,LA,93409.82214,1646,1399,43,352,47.47464184,40.84963639,11.67572177,47.07289294,18.46005724,34.46704983,5.1,54028,12.3,15.2,Urban,15.28227421,0.497077113,28.47326361,7,16,49,8.7,1.0297
22087030400,LA,47951.35818,1734,967,26,399,67.15758468,17.23122239,15.61119293,57.35930736,15.8008658,26.83982684,14.5,52917,14.7,4.5,Urban,4.971559621,0.15,14.41095232,7,16,59,6.2,0.9979
22087030500,LA,54216.77958,1960,1093,30,452,67.15758468,17.23122239,15.61119293,57.35930736,15.8008658,26.83982684,6.9,27466,6.6,5.9,Urban,5.719104,0.15,14.41095232,7,16,59,6.2,0.9992
22087030300,LA,68334.86225,2470,1377,37,569,67.15758468,17.23122239,15.61119293,57.35930736,15.8008658,26.83982684,6.2,36250,0,11.3,Urban,3.790129482,0.15,14.41095232,7,16,59,6.2,0.9967
22051021500,LA,170164.4722,4498,2803,72,831,38.96555464,36.032526,25.00191936,49.77939871,17.18831385,33.03228744,13,26233,33.9,14.9,Urban,1.613258793,0.15,85.77832299,8,17,95,7.1,0.9899
22051027901,LA,149600.4254,4137,2531,60,903,83.10825363,5.964589636,10.92715674,51.13069714,15.53369437,33.33560849,6.1,47935,7,5.5,Urban,17.13481507,0.493599463,85.77832299,8,17,95,7.1,1.0029
22075050400,LA,121848.669,4291,2142,68,1067,53.86783039,31.70461589,14.42755372,49.97660021,18.14539844,31.87800135,6.9,54050,2.3,13.6,Urban,25,1,12.54128172,7,14,40,10,1.0383
22075050300,LA,113787.4326,3755,1863,63,848,65.56603774,19.18238994,15.25157233,49.36708861,18.75719217,31.87571922,11,60529,9.1,15.3,Urban,11.056132,0.15,12.54128172,7,14,40,10,1.0113
22075050200,LA,189033.9607,6238,3095,105,1408,65.56603774,19.18238994,15.25157233,49.36708861,18.75719217,31.87571922,3.1,73806,2.2,24.1,Urban,7.15268245,0.15,12.54128172,7,14,40,10,1.0033
22089062800,LA,254463.5188,5268,4332,143,1212,37.59358186,52.45219319,9.954224942,47.09382316,17.81776889,35.08840795,6,39428,27.9,15.6,Urban,16.20437212,0.570314421,28.47326361,7,16,49,8.7,1.0626
22075050100,LA,81465.13747,2319,1293,28,555,29.10447761,62.31343284,8.582089552,49.47368421,15.26315789,35.26315789,11.9,41292,12.3,14.5,Urban,25,1,12.54128172,7,14,40,10,1.0158
22087030103,LA,261212.5945,7779,4315,116,1928,62.55899043,29.06419093,8.376818639,55.82454236,14.66741472,29.50804292,14.8,34492,10,4,Urban,18.05181995,0.586868075,14.41095232,7,16,59,6.2,1.024
22075050800,LA,105033.7473,1388,1057,13,349,60.61681983,12.43038151,26.95279866,52.90150681,18.41851299,28.67998021,14.4,22614,31.2,1.6,Rural,25,1,12.54128172,7,14,40,10,0.046
22075050600,LA,64649.57482,1552,913,22,396,51.94804881,20.35138538,27.70056581,54.10737853,17.67344256,28.21917891,11.3,51953,2.7,11.2,Rural,25,1,12.54128172,7,14,40,10,0.0649
22075050700,LA,82813.50458,1864,1128,26,472,56.01851852,14.12037037,29.86111111,54.45859873,17.8343949,27.70700637,0,26465,14,7.4,Rural,25,1,12.54128172,7,14,40,10,0.0663
22087030700,LA,78191.19068,2388,1312,37,538,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,11.5,39673,5.5,13.1,Urban,7.731563,0.15,14.41095232,7,16,59,6.2,1.0003
22087030603,LA,73754.81182,2252,1237,35,507,64.40460948,21.6709347,13.92445583,59.56969969,13.9847602,26.44554012,9.5,35139,29.9,0,Urban,8.168234,0.15,14.41095232,7,16,59,6.2,1.0019
