GEOID,State,EDCost,PMPM,ED,HO,PO,WhitePop,BlackPop,OtherPop,HealthyPop,ChronicPop,ComplexPop,Unemployment,Income,Poverty,Education,Urbanicity,Accessibility,Availability,RankingsPCP,RankingsFood,RankingsHousing,RankingsExercise,RankingsSocial,ProvDensity
5085020206,AR,117875.3146,2486,1642,52,1255,89.58237724,2.47820101,7.939421753,51.30434783,13.56521739,35.13043478,3.4,58221,6.2,21.9,Urban,7.63089541,0.875640529,17.18237661,8,11,35,7.6,1.5736
5119003404,AR,203592.4319,4222,2998,87,2025,70.75137018,19.65089109,9.597738729,51.6217315,13.35328611,35.02498239,10.5,48458,6.9,13.8,Urban,17.9733926,0.230542828,107.4679974,6,16,89,15.7,1.7074
5045030303,AR,131410.4666,2861,2060,57,1209,71.95670258,17.41753945,10.62575797,53.04454994,14.35984797,32.59560209,8,44091,8.9,15.3,Urban,13.98647596,0.675740202,45.49130611,7,16,40,9,1.6893
5085020201,AR,93888.2861,1980,1308,41,1000,89.58237724,2.47820101,7.939421753,51.30434783,13.56521739,35.13043478,5.2,84093,2.4,26.5,Urban,1.320731884,0.981945147,17.18237661,8,11,35,7.6,1.5202
5085020301,AR,195345.1231,3931,2667,92,1849,59.84857705,30.90970678,9.241716174,48.7456555,13.12566079,38.1286837,8.6,46650,11.1,8.5,Urban,14.07604307,0.145217228,17.18237661,8,11,35,7.6,1.7399
5119003403,AR,113367.9601,2337,1688,48,1097,62.54694104,27.0740938,10.37896516,52.05802437,13.22036848,34.72160716,4.7,60575,7,12.8,Urban,10.06065074,0.356342608,107.4679974,6,16,89,15.7,1.6857
5085020205,AR,130699.4046,2757,1821,58,1392,89.58237724,2.47820101,7.939421753,51.30434783,13.56521739,35.13043478,4.4,54792,14.7,17.1,Urban,7.989163352,0.91650379,17.18237661,8,11,35,7.6,1.5736
5085020302,AR,163663.792,3309,2092,81,1612,78.65545047,13.9165803,7.427969237,48.06239,13.32476051,38.61284949,5.7,51890,13.4,10.6,Urban,16.55432177,0.511599984,17.18237661,8,11,35,7.6,1.6621
5085020800,AR,62366.90907,1765,919,40,645,52.53143004,41.46806251,6.000507452,44.34168064,11.41892139,44.23939797,8.6,31250,17.9,5.3,Urban,13.20746346,0.65874408,17.18237661,8,11,35,7.6,0.5506
5085020500,AR,260676.1609,5204,3175,137,2468,68.58908937,24.59847533,6.812435306,44.66693331,13.1332335,42.19983319,8.4,45714,13.2,17.9,Rural,14.03082627,0.347651204,17.18237661,8,11,35,7.6,1.4602
5085020400,AR,133250.8701,3545,1719,82,1375,76.81707852,18.23023213,4.952689351,39.12842361,14.69111638,46.18046001,5.2,45170,11.6,15.3,Rural,5.58936335,0.522253381,17.18237661,8,11,35,7.6,0.5614
5029950100,AR,348981.4733,5566,3254,115,2997,81.02600867,13.04128481,5.932706523,42.81908593,18.80658138,38.37433268,5.3,30421,8.3,12.6,Rural,15.88256089,0.778690651,75.16324517,7,13,30,15.5,0.7233
5137950100,AR,305341.6286,3685,2344,106,1644,93.09006346,0.028507748,6.881428792,44.70447736,16.75085888,38.54466376,8.1,35076,7.5,12.2,Rural,19.97962547,0.987130369,55.27915976,6,16,61,11.1,0.4485
5141460301,AR,110228.2441,1766,988,32,652,93.62624594,0.003162797,6.370591266,48.34722139,10.76499383,40.88778478,5.1,37765,7.5,12.8,Rural,7.446397351,0.610042136,11.74398121,7,13,42,18.8,0.4215
5141460302,AR,198641.2538,3661,1934,70,1372,92.61499723,0.281499861,7.103502912,44.92509098,11.67770312,43.3972059,9.1,34704,17.5,19.7,Urban,12.26628689,0.447601605,11.74398121,7,13,42,18.8,0.4215
5141460400,AR,104617.8637,2058,954,40,1200,93.84909522,1.373684971,4.777219814,48.59997526,13.49734772,37.90267702,10.1,28672,18.1,9.8,Urban,11.15994695,0.412302623,11.74398121,7,13,42,18.8,0.5541
5141460100,AR,249059.8982,4378,2336,78,1810,94.65349558,0.510816235,4.835688181,44.14259352,14.54385795,41.31354854,11.8,31063,15.2,7.2,Urban,11.17479841,0.427278057,11.74398121,7,13,42,18.8,0.2689
5045031006,AR,101702.5984,2248,1199,43,949,59.99748672,30.2743073,9.728205977,58.37478753,13.20282155,28.42239092,2,48066,4,33.3,Urban,1.797601,0.37993712,45.49130611,7,16,40,9,1.6931
5045031101,AR,275751.9832,5534,3414,113,2260,69.45224218,21.07221037,9.47554745,47.91996907,16.52309924,35.55693169,7.8,39889,16.9,12.3,Urban,5.535728,0.37993712,45.49130611,7,16,40,9,1.7339
5045030600,AR,114846.5466,2576,1323,48,1090,58.99345015,31.26683561,9.739714235,60.19177116,12.51431343,27.29391541,3.3,60938,8.8,29.4,Urban,0.234446,0.15,45.49130611,7,16,40,9,1.4411
5045030401,AR,104091.0505,2203,1304,45,923,65.36046004,24.97280433,9.666735625,48.66952872,16.88042732,34.45004396,5.4,75536,4.5,32.7,Urban,3.256511,0.2130837,45.49130611,7,16,40,9,1.2213
5045030900,AR,110654.1481,2437,1311,47,1028,60.27246514,30.00248068,9.725054177,57.87716492,13.39138528,28.73144981,8.9,17635,33.8,17.1,Urban,0.840716,0.37993712,45.49130611,7,16,40,9,1.6065
5045030502,AR,223601.5035,4727,2805,96,1981,65.61085973,24.72527473,9.663865546,48.21638573,17.05213642,34.73147785,5.2,42708,4.9,37.8,Urban,1.73314,0.2130837,45.49130611,7,16,40,9,1.4411
5045030404,AR,97911.24486,2070,1228,42,867,65.61085973,24.72527473,9.663865546,48.21638573,17.05213642,34.73147785,14.2,58021,12.5,22.4,Urban,3.292243044,0.19101685,45.49130611,7,16,40,9,1.5915
5045030402,AR,156794.9301,3315,1967,67,1389,65.61085973,24.72527473,9.663865546,48.21638573,17.05213642,34.73147785,6.3,57966,3.8,20.7,Urban,5.952111,0.2130837,45.49130611,7,16,40,9,1.3742
5045031102,AR,195904.374,3609,2345,73,1403,73.53763543,17.24485746,9.217507102,50.26888594,14.69418596,35.0369281,8.7,42524,5.9,16.7,Urban,15.18453842,0.201954739,45.49130611,7,16,40,9,1.7385
5045030302,AR,121732.6442,2910,2708,57,1225,88.25356408,1.032700184,10.71373573,54.86782122,13.55627719,31.57590159,6.2,63385,8.8,20,Urban,12.92409534,0.926444729,45.49130611,7,16,40,9,1.4122
5045030501,AR,241931.103,5424,2791,101,2294,59.03226101,31.22846961,9.739269386,60.12153598,12.54092759,27.33753643,8.3,58727,3.4,46.8,Urban,1.451325802,0.829309095,45.49130611,7,16,40,9,1.3814
5045030301,AR,226469.7234,4811,2922,98,2016,67.09240283,23.17503718,9.732559988,48.65159825,16.82339757,34.52500418,3.1,58497,4.8,19.3,Urban,7.45033578,0.209299196,45.49130611,7,16,40,9,1.5679
5045030701,AR,125197.3398,2698,1530,53,1134,62.48836701,27.81197746,9.69965553,53.86709443,14.910918,31.22198757,19,22316,19,14.3,Urban,2.114898816,0.194586385,45.49130611,7,16,40,9,1.5168
5045030403,AR,133221.8936,2816,1671,57,1180,65.61085973,24.72527473,9.663865546,48.21638573,17.05213642,34.73147785,11.8,28833,14.1,12.7,Urban,3.224967128,0.210328503,45.49130611,7,16,40,9,1.5011
5045031003,AR,67909.42232,1523,783,28,644,58.99053628,31.26971609,9.739747634,60.19704433,12.51231527,27.29064039,6.2,33778,4.4,31.3,Urban,0.942725,0.37993712,45.49130611,7,16,40,9,1.5398
5045031005,AR,149309.7775,3350,1720,62,1417,58.99053628,31.26971609,9.739747634,60.19704433,12.51231527,27.29064039,1.9,66875,8.9,48.6,Urban,0.097326,0.37993712,45.49130611,7,16,40,9,1.6931
5045030800,AR,122883.716,2757,1416,51,1166,58.99053628,31.26971609,9.739747634,60.19704433,12.51231527,27.29064039,13.4,40612,12,46.5,Urban,0.121299,0.15,45.49130611,7,16,40,9,1.5681
5045031001,AR,82511.96879,1851,951,35,783,58.99053628,31.26971609,9.739747634,60.19704433,12.51231527,27.29064039,7.1,69919,9.4,37.2,Urban,1.844520136,0.718406187,45.49130611,7,16,40,9,1.5398
5147490100,AR,307645.8601,6411,3486,198,2128,64.0644086,31.54385561,4.391735787,38.23180106,17.92625066,43.84194828,6.8,28622,17.8,9.1,Rural,17.93153408,0.715939793,42.25352113,6,12,23,21.1,0.6577
5045030101,AR,189027.7496,3059,1691,39,1251,83.2540744,9.505163239,7.240762364,50.6471327,16.19034989,33.1625174,13.1,40938,16.4,13.4,Urban,16.4293336,0.871318546,45.49130611,7,16,40,9,0.7206
5045030104,AR,164030.9567,3387,1885,60,1357,88.04911703,2.824507947,9.126375024,52.78548267,15.77138827,31.44312906,6.9,44397,10.5,17.2,Urban,10.51963179,0.920220124,45.49130611,7,16,40,9,0.6772
5023480201,AR,89487.19258,1402,586,27,540,94.22431161,0.090323594,5.685364793,43.52440945,18.85277636,37.62281418,5.8,48973,4.3,24.7,Rural,14.11043632,0.620872109,65.87104774,8,13,68,16.3,0.4607
5119003900,AR,182367.7309,5008,3003,114,2054,36.60549655,56.11292193,7.281581521,49.20832714,12.58137185,38.21030101,6.5,59063,11.7,19.4,Urban,10.8434511,0.224878323,107.4679974,6,16,89,15.7,1.6674
5085020600,AR,49183.57877,1411,671,33,569,53.74158441,40.65025321,5.608162373,50.56540989,12.04463829,37.38995182,8.3,46657,10.6,20,Urban,15.00267405,0.264843403,17.18237661,8,11,35,7.6,1.7743
5085020700,AR,219494.3537,5296,3006,120,1999,49.67320261,43.1372549,7.189542484,40.24767802,11.60990712,48.14241486,11.7,29781,27.1,12.3,Urban,10.27529901,0.559254184,17.18237661,8,11,35,7.6,1.4818
5137950202,AR,988988.7594,12694,8141,351,6454,93.13929675,0.071282978,6.789420276,37.55925027,16.12660323,46.31414649,8.1,31927,19,14,Rural,10.99911071,0.834549409,55.27915976,6,16,61,11.1,0.6947
5045030102,AR,144177.0512,3192,1748,57,1257,88.71119473,1.881467545,9.407337723,53.10596833,15.71254568,31.18148599,8.1,53703,6.6,16.5,Urban,8.135946199,0.883600204,45.49130611,7,16,40,9,0.7175
5045030103,AR,89075.14375,2157,1077,33,1066,88.38722409,1.815921565,9.796854345,53.32033476,15.55224233,31.1274229,6.4,57746,8.9,26.4,Urban,9.81117,0.2130837,45.49130611,7,16,40,9,0.763
5117460200,AR,151983,3517,1714,68,936,66.37426901,27.77777778,5.847953216,40.50179211,13.62007168,45.8781362,5.2,38849,8.7,9.7,Rural,11.46966594,0.898988073,0,8,10,34,14.2,0.414
5125010405,AR,159301.9138,3352,2452,85,1481,62.24024697,27.51404315,10.24570988,52.61412819,10.11468636,37.27118545,2.9,65833,3.8,19.9,Urban,15.84072078,0.340173707,37.55196924,8,10,46,8,1.7422
5023480502,AR,195666.2954,3651,1323,61,1425,93.35270644,0.118069492,6.529224071,56.48777877,10.62978171,32.88243952,9.7,37419,7.9,15,Urban,18.1568563,0.686249873,65.87104774,8,13,68,16.3,0.4958
5119003606,AR,157721.0421,3365,2461,70,1530,48.48170765,40.56077171,10.95752064,51.53670421,13.13954363,35.32375216,11,26750,25.5,6.9,Urban,14.0342395,0.15,107.4679974,6,16,89,15.7,1.6694
5119003605,AR,278279.0396,5732,4264,117,2641,51.25214534,37.5105186,11.23733606,51.89099756,13.1385925,34.97040994,7,50306,16.5,17.2,Urban,11.41839504,0.15,107.4679974,6,16,89,15.7,1.6405
5119003608,AR,220086.6028,4509,3363,92,2082,51.66240409,37.05882353,11.27877238,51.9434629,13.13845165,34.91808545,4.3,42081,24.7,18.1,Urban,10.9501092,0.170120829,107.4679974,6,16,89,15.7,1.6797
5119003609,AR,190496.7524,3903,2911,79,1802,51.66240409,37.05882353,11.27877238,51.9434629,13.13845165,34.91808545,5.6,48797,16.4,19.8,Urban,12.36422237,0.169768096,107.4679974,6,16,89,15.7,1.7016
5119003500,AR,149979.9307,3073,2291,63,1419,51.66240409,37.05882353,11.27877238,51.9434629,13.13845165,34.91808545,12.2,37500,0,27.5,Urban,12.64477351,0.175662535,107.4679974,6,16,89,15.7,1.6529
5119003607,AR,214671.4667,4398,3280,90,2030,51.66240409,37.05882353,11.27877238,51.9434629,13.13845165,34.91808545,8.7,35990,15.9,8.6,Urban,13.85391687,0.161155178,107.4679974,6,16,89,15.7,1.6849
5119003604,AR,269112.925,5513,4112,112,2545,51.66240409,37.05882353,11.27877238,51.9434629,13.13845165,34.91808545,6.8,51321,9.1,18.9,Urban,11.99170257,0.182874448,107.4679974,6,16,89,15.7,1.6438
5119003402,AR,152030.7945,3094,2019,59,1298,54.63019044,33.52139509,11.84841448,56.11094369,12.59753441,31.2915219,2.5,59714,4.4,15.8,Urban,10.94533843,0.15,107.4679974,6,16,89,15.7,1.6202
5145070700,AR,162287.9804,3414,2004,99,1628,82.2645491,9.767713058,7.967737839,51.08468737,13.81730187,35.09801075,6.6,36967,7.4,35,Suburban,0.44852698,0.234128932,48.4119603,7,12,51,11.5,0.7442
5145070200,AR,166653.4625,5152,2315,138,2386,89.24196985,3.126893908,7.631136239,49.08542128,15.24617479,35.66840393,8.7,38281,12.4,9.3,Suburban,20.67995653,0.920705336,48.4119603,7,12,51,11.5,0.8942
5037950300,AR,95670.04212,2197,1117,60,1151,74.86289606,20.4251312,4.711972741,45.28750416,16.24606624,38.4664296,3.5,43380,7.8,10.7,Rural,19.19201282,0.87035052,45.24119211,7,15,25,18.7,0.7367
5125010409,AR,119097.8457,2487,1549,59,1139,68.08843299,21.01760152,10.89396548,49.19241154,13.84016075,36.96742771,3.6,52151,8.6,16.2,Urban,9.859803309,0.15,37.55196924,8,10,46,8,1.74
5119004105,AR,262055.9524,6174,4119,140,2636,37.30353701,50.84978699,11.846676,55.24840463,12.02999121,32.72160416,7.8,36221,16.8,11.8,Urban,7.591452823,0.15,107.4679974,6,16,89,15.7,1.6933
5119004103,AR,216632.8533,5330,3637,119,2220,20.77336369,66.87743369,12.34920262,58.47969533,11.06081424,30.45949043,12.4,31290,12.7,9.3,Urban,6.889983293,0.15,107.4679974,6,16,89,15.7,1.6817
5119004106,AR,310464.5601,7803,5381,173,3210,11.03667901,76.31811765,12.64520334,60.3830062,10.48994482,29.12704898,11.7,36463,26.5,16.4,Urban,7.049915997,0.15,107.4679974,6,16,89,15.7,1.6886
5119004006,AR,304866.6665,5038,3842,119,2160,30.79349084,61.06948647,8.137022696,47.64993628,12.86175143,39.48831229,12.8,46798,5.7,12.8,Urban,9.17263411,0.15,107.4679974,6,16,89,15.7,1.6905
5059020300,AR,130876.5861,2536,1747,67,1417,73.50367518,20.5460273,5.950297515,45.75107296,15.45064378,38.79828326,8.7,32045,7.1,9.7,Suburban,10.56041323,0.849007168,23.95639935,7,11,19,10.5,1.1942
5059020200,AR,226071.6621,4381,3018,117,2448,73.50367518,20.5460273,5.950297515,45.75107296,15.45064378,38.79828326,18.4,30478,17.8,7.5,Suburban,9.889734188,0.849328649,23.95639935,7,11,19,10.5,1.1646
5059020400,AR,342569.1328,6639,4573,177,3709,73.50367518,20.5460273,5.950297515,45.75107296,15.45064378,38.79828326,8.6,34347,10,15.6,Suburban,8.582827824,0.793692804,23.95639935,7,11,19,10.5,1.1774
5119004302,AR,193497.8513,5107,3444,108,2189,39.30451767,48.97933079,11.71615155,57.31353012,10.97910783,31.70736206,4.4,44359,8.4,15.5,Urban,10.37727839,0.138546086,107.4679974,6,16,89,15.7,1.5952
5029950300,AR,766252.0892,8354,5308,214,4199,75.3882957,18.11032325,6.501381049,46.01245825,16.19173327,37.79580848,14.4,25660,22.2,12.4,Rural,2.249778,0.699471308,75.16324517,7,13,30,15.5,0.7766
5029950500,AR,191604.727,3220,1727,63,1644,65.64839326,27.90889108,6.442715656,44.37425189,16.69751436,38.92823375,7,34375,23.1,18.3,Urban,6.339046,0.699471308,75.16324517,7,13,30,15.5,0.68
5029950400,AR,313473.9615,3416,2171,87,1717,75.35542084,18.14273862,6.501840534,46.01018894,16.19436454,37.79544652,10.7,36131,19.5,15.3,Rural,3.069549,0.699471308,75.16324517,7,13,30,15.5,0.765
5067480200,AR,322445.7434,6155,5625,235,3629,63.19831023,29.97650771,6.82518206,35.3502193,14.30584756,50.34393314,18.2,25291,20.5,6.9,Rural,1.370052616,0.355896585,45.45454545,6,13,30,10.8,1.0274
5067480100,AR,277366.9621,5442,4153,188,3162,84.80570321,10.03270202,5.161594776,40.43534625,15.30418718,44.26046657,8.9,26056,14.4,8.4,Rural,20.62969,0.826154303,45.45454545,6,13,30,10.8,0.9883
5067480300,AR,389499.5489,7458,6720,283,4399,64.48308213,28.78781033,6.729107535,35.65153119,14.3352047,50.0132641,12,34653,25.9,12.7,Rural,1.457182657,0.467553228,45.45454545,6,13,30,10.8,0.9691
5119002900,AR,358749.0801,6200,4724,134,2560,19.23284538,72.22752131,8.539633317,42.65925091,13.70054389,43.64020521,10.2,21731,18.1,7.3,Urban,3.694997,0.15,107.4679974,6,16,89,15.7,1.6034
5119002500,AR,220615.6598,4580,3719,112,1886,16.60855784,75.7844691,7.606973059,47.81119147,13.66577845,38.52303007,9.1,30828,24.3,27.4,Urban,2.611420061,0.15,107.4679974,6,16,89,15.7,1.6086
5119003100,AR,52600.30923,1164,900,27,485,26.84690829,63.63943153,9.513660188,52.24099052,12.40276602,35.35624345,7.7,31656,5.3,5.2,Urban,5.315694983,0.15,107.4679974,6,16,89,15.7,1.6061
5119003002,AR,339559.1468,7219,5754,174,2987,21.21518337,70.31995209,8.464864538,49.80432753,13.09750085,37.09817163,19.8,22197,48.2,13.8,Urban,3.802941529,0.15,107.4679974,6,16,89,15.7,1.6061
5119002600,AR,148138.9897,3097,2500,75,1277,16.98639581,75.36249908,7.651105106,47.84357717,13.64222636,38.51419647,26.2,23750,14.4,5.3,Urban,3.904810538,0.15,107.4679974,6,16,89,15.7,1.6082
5119002800,AR,264223.2345,5485,4454,134,2259,16.60855784,75.7844691,7.606973059,47.81119147,13.66577845,38.52303007,19.1,14697,41.3,9.8,Urban,3.402552691,0.15,107.4679974,6,16,89,15.7,1.6043
5119003001,AR,324371.6128,6734,5468,164,2773,16.60855784,75.7844691,7.606973059,47.81119147,13.66577845,38.52303007,31.5,15696,53.1,0.8,Urban,3.086372607,0.15,107.4679974,6,16,89,15.7,1.6061
5119003703,AR,151698.4945,3191,2140,64,1345,51.37246359,37.07252856,11.55500785,54.84254296,10.05631832,35.10113872,5.9,69241,2.9,35.1,Urban,7.968877776,0.15,107.4679974,6,16,89,15.7,1.5936
5119003303,AR,73958.57639,1670,1196,38,688,50.96262741,36.46659117,12.57078143,56.87134503,9.941520468,33.1871345,1.8,69708,3,44.6,Urban,6.904494321,0.15,107.4679974,6,16,89,15.7,1.5935
5119003712,AR,67636.07189,1578,1113,35,656,49.86417787,37.64975588,12.48606626,56.92445259,10.06225596,33.01329144,5.9,71994,2.1,51.2,Urban,7.413759621,0.15,107.4679974,6,16,89,15.7,1.5916
5119003304,AR,116108.1149,2734,1900,53,1121,47.50605919,42.0475086,10.44643221,54.12989544,12.65071771,33.21938685,6.4,61675,4.1,46.2,Urban,6.415117555,0.15,107.4679974,6,16,89,15.7,1.596
5119003305,AR,107124.3323,2645,1831,58,1116,47.01814561,40.68011089,12.30174351,57.04892431,10.26134113,32.68973456,12.6,43578,5.3,24.9,Urban,5.0447768,0.15,107.4679974,6,16,89,15.7,1.5945
5119003306,AR,56093.91,1293,919,29,536,50.31798321,37.15520406,12.52681273,56.9003667,9.993788559,33.10584474,7.8,36025,5.8,31.4,Urban,6.122863065,0.15,107.4679974,6,16,89,15.7,1.5932
5119003713,AR,90816.26062,1846,1137,34,743,55.18837508,32.82871953,11.98290539,57.00811183,12.43204617,30.559842,6.1,65333,1,36.1,Urban,11.24061492,0.15,107.4679974,6,16,89,15.7,1.5916
5119003800,AR,270225.3606,6761,4674,145,2863,24.93386841,66.98078013,8.085351466,46.43622054,13.33309752,40.23068194,9.9,32880,30.1,12.8,Urban,8.706116845,0.15,107.4679974,6,16,89,15.7,1.6031
5119002700,AR,436804.5167,11557,7681,263,4879,24.92099323,66.50112867,8.577878104,48.52367688,13.14763231,38.32869081,14,32284,23.6,6.5,Urban,6.072618113,0.15,107.4679974,6,16,89,15.7,1.6057
5119003208,AR,173240.125,4597,3100,97,1972,38.81298036,49.44491887,11.74210077,57.41831816,10.92662025,31.6550616,10.5,25963,24.2,9.9,Urban,5.465689747,0.15,107.4679974,6,16,89,15.7,1.5964
5119003202,AR,238418.8087,6327,4267,134,2714,38.81298036,49.44491887,11.74210077,57.41831816,10.92662025,31.6550616,6.4,40218,14.5,17,Urban,6.293827802,0.15,107.4679974,6,16,89,15.7,1.5932
5119003207,AR,74967.13968,1989,1342,42,854,38.81298036,49.44491887,11.74210077,57.41831816,10.92662025,31.6550616,4.5,49807,17.6,10.3,Urban,6.522173239,0.15,107.4679974,6,16,89,15.7,1.5964
5119004303,AR,196464.5298,4990,2687,110,2330,52.4477953,36.07466759,11.47753711,54.97042997,11.12546305,33.90410698,5.9,64323,4.3,45,Urban,9.835784434,0.15,107.4679974,6,16,89,15.7,1.6112
5119003706,AR,24915.75763,506,311,9,203,55.27099464,32.75759381,11.97141155,57.01078582,12.4807396,30.50847458,0,58380,6.9,21.9,Urban,5.936984957,0.15,107.4679974,6,16,89,15.7,1.5985
5119003707,AR,108948.4072,2212,1359,41,890,55.27099464,32.75759381,11.97141155,57.01078582,12.4807396,30.50847458,4.9,63720,4.7,38.3,Urban,12.09129001,0.15,107.4679974,6,16,89,15.7,1.6109
5119003711,AR,119059.1491,2417,1485,45,972,55.27099464,32.75759381,11.97141155,57.01078582,12.4807396,30.50847458,6.5,50595,11.4,31.3,Urban,4.763239332,0.15,107.4679974,6,16,89,15.7,1.5985
5119003710,AR,79854.23013,1621,996,30,652,55.27099464,32.75759381,11.97141155,57.01078582,12.4807396,30.50847458,4.9,41364,6.7,20.8,Urban,9.381988174,0.15,107.4679974,6,16,89,15.7,1.5985
5119003704,AR,95175.1003,1932,1187,36,777,55.27099464,32.75759381,11.97141155,57.01078582,12.4807396,30.50847458,1.8,50909,12,23.4,Urban,4.699102981,0.15,107.4679974,6,16,89,15.7,1.5983
5023480100,AR,269884.6295,4904,2413,92,2157,92.99170125,0.234557107,6.773741642,43.32467576,16.89396821,39.78135603,6.8,39075,9,10.7,Rural,15.63159214,0.545743851,65.87104774,8,13,68,16.3,0.9558
5023480400,AR,342860.304,4831,2011,107,1985,93.10601358,0.426365367,6.467621056,46.84929194,15.31650312,37.83420494,7.9,34063,16.1,17.3,Rural,7.773296178,0.510865378,65.87104774,8,13,68,16.3,0.6006
5023480501,AR,193525.9688,2822,1244,61,1268,91.86208423,0.276623759,7.861292013,47.309883,14.27896808,38.41114892,4.8,43875,8,12.2,Rural,12.15878579,0.494903941,65.87104774,8,13,68,16.3,0.6006
5119004202,AR,66774.02449,1267,828,30,530,59.03091416,29.30095172,11.66813413,48.165084,13.00748723,38.82742877,3.5,72250,4.6,45,Urban,11.30507393,0.128054398,107.4679974,6,16,89,15.7,1.7283
5119004205,AR,60473.30597,982,665,24,390,53.17367575,33.54585987,13.28046438,46.81564405,14.14562505,39.0387309,4.8,62118,10.4,51.8,Urban,7.929122393,0.15,107.4679974,6,16,89,15.7,1.6397
5145070800,AR,157989.5253,3313,1947,96,1579,82.21101909,9.830752611,7.958228304,51.12186538,13.81434228,35.06379234,7.9,33323,16.8,30,Suburban,0.27675821,0.32869792,48.4119603,7,12,51,11.5,0.7362
5145070401,AR,160907.752,3374,1983,98,1608,82.21101909,9.830752611,7.958228304,51.12186538,13.81434228,35.06379234,3.9,61797,8.3,24.5,Suburban,3.000532491,0.761803365,48.4119603,7,12,51,11.5,0.7237
5145070900,AR,288661.2103,6052,3558,176,2885,82.21101909,9.830752611,7.958228304,51.12186538,13.81434228,35.06379234,5.8,51826,4.9,36.6,Suburban,1.074415248,0.777074974,48.4119603,7,12,51,11.5,0.7054
5145070402,AR,219224.4899,4671,2850,136,2278,81.60692635,11.03021022,7.362863432,50.7450764,12.68947341,36.56545019,4.1,38696,15.6,24.2,Suburban,2.20179096,0.717587084,48.4119603,7,12,51,11.5,0.7237
5053470400,AR,159534.9002,4880,2210,119,2536,92.26569609,2.092811647,5.641492266,49.43693694,13.17567568,37.38738739,8.2,56250,2.8,25.8,Rural,8.206695789,0.919383904,16.67963972,8,9,22,11.7,0.7751
5053470200,AR,95308.1881,2916,1320,71,1515,92.26569609,2.092811647,5.641492266,49.43693694,13.17567568,37.38738739,6.8,44121,5.6,9.7,Urban,6.627727156,0.916247622,16.67963972,8,9,22,11.7,0.7344
5001480300,AR,123582.0464,3478,1916,72,969,38.80355699,54.97170574,6.224737268,49.60159363,11.15537849,39.24302789,11.3,31154,21.1,15.4,Rural,3.113826,0.689265588,47.63921237,6,13,44,18,0.5077
5001480400,AR,106052.1155,2984,1644,62,832,38.80355699,54.97170574,6.224737268,49.60159363,11.15537849,39.24302789,10.1,31597,27.2,6.8,Rural,0.354043,0.689265588,47.63921237,6,13,44,18,0.5097
5001480500,AR,165860.1149,4667,2571,97,1301,38.80355699,54.97170574,6.224737268,49.60159363,11.15537849,39.24302789,5.2,48605,4.3,15.4,Rural,4.852523,0.689265588,47.63921237,6,13,44,18,0.5049
5069000102,AR,4250.705853,41,21,0,20,21.875,75,3.125,43.85964912,14.03508772,42.10526316,0,73333,0,0.9,Rural,6.155879,0.531433965,81.634838,5,18,39,13.8,0.7786
5119002408,AR,349768.8036,6815,5212,166,2520,27.50747732,63.28161843,9.210904258,49.70482621,13.5194212,36.77575259,13.6,26831,25.2,23.2,Urban,3.46261368,0.15,107.4679974,6,16,89,15.7,1.6511
5119001800,AR,362502.2821,6525,5432,153,2500,12.92238378,78.14867909,8.928937129,53.43291405,11.84486373,34.72222222,16.4,17939,32,18.7,Urban,1.951478312,0.15,107.4679974,6,16,89,15.7,1.6344
5119002406,AR,303818.9903,5970,4799,141,2391,10.08440444,81.40013433,8.515461229,51.63034617,10.99451809,37.37513574,14.9,38581,11.3,12,Urban,4.15178728,0.15,107.4679974,6,16,89,15.7,1.6578
5119002103,AR,181911.5834,3977,2954,103,1608,31.59242157,59.21427066,9.193307765,42.73579172,16.66880437,40.59540391,12.5,39119,15.1,37.6,Urban,2.313138419,0.15,107.4679974,6,16,89,15.7,1.633
5119001900,AR,412617.8046,7427,6183,174,2846,12.92238378,78.14867909,8.928937129,53.43291405,11.84486373,34.72222222,13.9,29524,24.9,18.1,Urban,4.690065064,0.15,107.4679974,6,16,89,15.7,1.6405
5119002102,AR,437508.5147,7875,6556,184,3018,12.92238378,78.14867909,8.928937129,53.43291405,11.84486373,34.72222222,14.8,36135,20.4,28.6,Urban,3.024263793,0.15,107.4679974,6,16,89,15.7,1.6443
5119001200,AR,110254.15,1985,1652,46,760,12.92238378,78.14867909,8.928937129,53.43291405,11.84486373,34.72222222,8.6,35119,32.1,6.1,Urban,3.780230662,0.15,107.4679974,6,16,89,15.7,1.6365
5119001300,AR,239116.1842,4305,3583,101,1649,12.94011833,78.13060169,8.929279983,53.42838093,11.84689989,34.72471918,17.4,19167,31.7,4.5,Urban,1.105675,0.15,107.4679974,6,16,89,15.7,1.6302
5119002403,AR,260249.8307,4732,3897,111,1805,15.50631041,75.51479856,8.978891033,52.77243797,12.14153194,35.08603009,12.7,35684,15.1,19.7,Urban,4.034504381,0.15,107.4679974,6,16,89,15.7,1.648
5119002405,AR,311868.614,5657,4666,132,2167,14.34839524,76.51039354,9.14121122,54.03651471,11.71775514,34.24573014,12.3,45792,17.9,24.9,Urban,6.162305125,0.15,107.4679974,6,16,89,15.7,1.6661
5119004800,AR,117316.8219,2617,1729,68,914,38.31825439,52.26184141,9.419904204,46.94148936,14.7606383,38.29787234,8.9,45658,10.6,38.8,Urban,1.014194,0.15,107.4679974,6,16,89,15.7,1.6237
